genes	hgnc_synonyms	hgnc_genes	phenotype	phenotypeInheritance	geneMimNumber	phenotypeMimNumber	chromosome	comments
SNORD116-1|PWCR1	SNORD116-1|SNORD116@	SNORD116@,SNORD116-1	NA	NA	605436	NA	15	NA
IPW	IPW	IPW	NA	NA	601491	NA	15	NA
D15S227E|PAR1	NA|F2R,SLC52A2,PWAR1	F2R,SLC52A2,PWAR1	NA	NA	600161	NA	15	paternally imprinted
SNORD115-1|RNHBII52	SNORD115-1|NA	SNORD115-1	NA	NA	609837	NA	15	NA
UBE3A|ANCR	UBE3A|UBE3A,DANCR,ANCR	ANCR,UBE3A,DANCR	Angelman syndrome	Isolated cases	601623	105830	15	same location as PWS
HPC7	NA	NA	Prostate cancer, hereditary, 7	None	610321	610321	15	NA
MCOPCB2	NA	NA	Microphthalmia with coloboma 2	None	605738	605738	15	NA
ATP10A|ATP10C|ATPVC	ATP10A|ATP10A|ATP10A	ATP10A	NA	NA	605855	NA	15	NA
GABRB3|ECA5	GABRB3|NA	GABRB3	Epilepsy, childhood absence, susceptibility to, 5	None	137192	612269	15	NA
GABRA5	GABRA5	GABRA5	NA	NA	137142	NA	15	100kb from GABRB3
GABRG3	GABRG3	GABRG3	NA	NA	600233	NA	15	cen--G3--A5--B3
OCA2|P|PED|D15S12|BOCA|EYCL3|HCL3|SHEP1	OCA2|OCA2|PEA15|OCA2|MESDC2|OCA2|HCL3|NA	HCL3,PEA15,MESDC2,OCA2	Skin/hair/eye pigmentation 1, blue/nonblue eyes	Autosomal recessive	611409	227220	15	?hypopigmentation in PWS and AS
OCA2|P|PED|D15S12|BOCA|EYCL3|HCL3|SHEP1	OCA2|OCA2|PEA15|OCA2|MESDC2|OCA2|HCL3|NA	HCL3,PEA15,MESDC2,OCA2	Skin/hair/eye pigmentation 1, blond/brown hair	Autosomal recessive	611409	227220	15	?hypopigmentation in PWS and AS
OCA2|P|PED|D15S12|BOCA|EYCL3|HCL3|SHEP1	OCA2|OCA2|PEA15|OCA2|MESDC2|OCA2|HCL3|NA	HCL3,PEA15,MESDC2,OCA2	Albinism, oculocutaneous, type II	Autosomal recessive	611409	203200	15	?hypopigmentation in PWS and AS
OCA2|P|PED|D15S12|BOCA|EYCL3|HCL3|SHEP1	OCA2|OCA2|PEA15|OCA2|MESDC2|OCA2|HCL3|NA	HCL3,PEA15,MESDC2,OCA2	Albinism, brown oculocutaneous	Autosomal recessive	611409	203200	15	?hypopigmentation in PWS and AS
B2MR	B2MR	B2MR	NA	NA	109710	NA	15	NA
CILD4	NA	NA	Ciliary dyskinesia, primary, 4	None	608646	608646	15	between D15S1012 and D15S1048
SCZD13	NA	NA	Schizophrenia, susceptibility to, 13	None	613025	613025	15	associated with deletion at 15q13.3
SRTD1|ATD1	NA|NA	NA	Short-rib thoracic dysplasia 1 with or without polydactyly	Autosomal recessive	208500	208500	15	NA
HERC2|SHEP1|MRT38	HERC2|NA|NA	HERC2	Skin/hair/eye pigmentation 1, blue/nonblue eyes	Autosomal recessive	605837	227220	15	mutations in intron 4
HERC2|SHEP1|MRT38	HERC2|NA|NA	HERC2	Skin/hair/eye pigmentation 1, blond/brown hair	Autosomal recessive	605837	227220	15	mutations in intron 4
HERC2|SHEP1|MRT38	HERC2|NA|NA	HERC2	Mental retardation, autosomal recessive 38	Autosomal recessive	605837	615516	15	mutations in intron 4
APBA2	APBA2	APBA2	NA	NA	602712	NA	15	NA
NDNL2|MAGEG1	NDNL2|NDNL2	NDNL2	NA	NA	608243	NA	15	NA
TJP1	TJP1	TJP1	NA	NA	601009	NA	15	NA
ARHGAP11B|FAM7B1	ARHGAP11B|ARHGAP11B	ARHGAP11B	NA	NA	616310	NA	15	NA
DEL15q13.3|MICRODEL15q13.3	NA|NA	NA	Chromosome 15q13.3 microdeletion syndrome	None	612001	612001	15	NA
FAN1|MTMR15|KIAA1018|KMIN	FAN1|FAN1|FAN1|NA	FAN1	Interstitial nephritis, karyomegalic	Autosomal recessive	613534	614817	15	NA
TRPM1|MLSN1|CSNB1C	TRPM1|TRPM1|TRPM1	TRPM1	Night blindness, congenital stationary (complete), 1C, autosomal recessive	None	603576	613216	15	NA
MIR211|MIRN211	MIR211|MIR211	MIR211	NA	NA	613753	NA	15	NA
KLF13|RFLAT1|FKLF2	KLF13|NA|NA	KLF13	NA	NA	605328	NA	15	NA
OTUD7A|OTUD7|C16orf15|CEZANNE2	OTUD7A|OTUD7A|WDR90|OTUD7A	OTUD7A,WDR90	NA	NA	612024	NA	15	NA
CHRNA7	CHRNA7	CHRNA7	Schizophrenia, neurophysiologic defect in	None	118511	118511	15	NA
ARHGAP11A|KIAA0013	ARHGAP11A|ARHGAP11A	ARHGAP11A	NA	NA	610589	NA	15	NA
SCG5|SGNE1	SCG5|SCG5	SCG5	NA	NA	173120	NA	15	NA
GREM1|CKTSF1B1	GREM1|GREM1	GREM1	NA	NA	603054	NA	15	NA
FMN|LD	FMN1|EPM2A,FMN1	EPM2A,FMN1	NA	NA	136535	NA	15	NA
RYR3	RYR3	RYR3	NA	NA	180903	NA	15	NA
EIG7|EJM2	EJM2|EJM2	EJM2	Epilepsy, idiopathic generalized, susceptibility to, 7	Autosomal recessive	604827	604827	15	?role of CHRNA7
EIG7|EJM2	EJM2|EJM2	EJM2	Epilepsy, juvenile myoclonic	Autosomal recessive	604827	604827	15	?role of CHRNA7
CHRM5	CHRM5	CHRM5	NA	NA	118496	NA	15	NA
AVEN	AVEN	AVEN	NA	NA	605265	NA	15	NA
KATNBL1|C15orf29	KATNBL1|KATNBL1	KATNBL1	NA	NA	616235	NA	15	NA
EMC4|TMEM85|PIG17	EMC4|EMC4|EMC4	EMC4	NA	NA	616245	NA	15	NA
SLC12A6|KCC3A|KCC3B|KCC3|ACCPN	SLC12A6|NA|NA|SLC12A6|SLC12A6	SLC12A6	Agenesis of the corpus callosum with peripheral neuropathy	Autosomal recessive	604878	218000	15	NA
NOLA3|NOP10|DKCB1	NOP10|NOP10|NA	NOP10	Dyskeratosis congenita, autosomal recessive 1	Autosomal recessive	606471	224230	15	NA
AGPAT7|AYTL3	LPCAT4|LPCAT4	LPCAT4	NA	NA	612039	NA	15	NA
GOLGA8A|KIAA0855	GOLGA8A|NA	GOLGA8A	NA	NA	616180	NA	15	NA
GOLGA8B|KIAA0855	GOLGA8B|NA	GOLGA8B	NA	NA	609619	NA	15	NA
GJD2|GJA9|CX36	GJD2|GJA9,GJD2|GJD2	GJA9,GJD2	NA	NA	607058	NA	15	NA
ACTC1|CMD1R|CMH11|ASD5|LVNC4	ACTC1|ACTC1|NA|NA|NA	ACTC1	Left ventricular noncompaction 4	Autosomal dominant	102540	613424	15	NA
ACTC1|CMD1R|CMH11|ASD5|LVNC4	ACTC1|ACTC1|NA|NA|NA	ACTC1	Cardiomyopathy, hypertrophic, 11	Autosomal dominant	102540	612098	15	NA
ACTC1|CMD1R|CMH11|ASD5|LVNC4	ACTC1|ACTC1|NA|NA|NA	ACTC1	Cardiomyopathy, dilated, 1R	Autosomal dominant	102540	613424	15	NA
ACTC1|CMD1R|CMH11|ASD5|LVNC4	ACTC1|ACTC1|NA|NA|NA	ACTC1	Atrial septal defect 5	None	102540	612794	15	NA
AQR|IBP160|KIAA0560	AQR|AQR|AQR	AQR	NA	NA	610548	NA	15	NA
C15orf41	C15orf41	C15orf41	Dyserythropoietic anemia, congenital, type Ib	Autosomal recessive	615626	615631	15	NA
MEIS2|MRG1	MEIS2|CITED2,MEIS2,MORF4L1P1	CITED2,MEIS2,MORF4L1P1	NA	NA	601740	NA	15	NA
SPRED1|NFLS	SPRED1|NA	SPRED1	Legius syndrome	Autosomal dominant	609291	611431	15	NA
FAM98B	FAM98B	FAM98B	NA	NA	616142	NA	15	NA
RASGRP1	RASGRP1	RASGRP1	NA	NA	603962	NA	15	NA
THBS1	THBS1	THBS1	NA	NA	188060	NA	15	NA
FSIP1|HSD10	FSIP1|NA	FSIP1	NA	NA	615795	NA	15	NA
GPR176	GPR176	GPR176	NA	NA	612183	NA	15	NA
SCZD10	SCZD10	SCZD10	Schizophrenia 10	Autosomal dominant	605419	605419	15	between D15S1042 and D15S659
EIF2AK4|GCN2|KIAA1338|PVOD2	EIF2AK4|EIF2AK4|EIF2AK4|NA	EIF2AK4	Pulmonary venoocclusive disease 2	Autosomal recessive	609280	234810	15	NA
SRP14	SRP14	SRP14	NA	NA	600708	NA	15	NA
BMF	BMF	BMF	NA	NA	606266	NA	15	NA
BUB1B|BUBR1|MVA1	BUB1B|BUB1B|NA	BUB1B	Mosaic variegated aneuploidy syndrome 1	Autosomal recessive	602860	257300	15	NA
BUB1B|BUBR1|MVA1	BUB1B|BUB1B|NA	BUB1B	Colorectal cancer, somatic	None	602860	114500	15	NA
BUB1B|BUBR1|MVA1	BUB1B|BUB1B|NA	BUB1B	Premature chromatid separation trait	Autosomal dominant	602860	176430	15	NA
PAK6	PAK6	PAK6	NA	NA	608110	NA	15	NA
PLCB2	PLCB2	PLCB2	Platelet PLC beta-2 deficiency	None	604114	NA	15	NA
DISPB|KIAA1742	DISP2|DISP2	DISP2	NA	NA	607503	NA	15	NA
KNSTRN|C15orf23|SKAP	KNSTRN|KNSTRN|KNSTRN	KNSTRN	NA	NA	614718	NA	15	NA
IVD	IVD	IVD	Isovaleric acidemia	Autosomal recessive	607036	243500	15	NA
BAHD1|KIAA0945	BAHD1|BAHD1	BAHD1	NA	NA	613880	NA	15	NA
CHST14|D4ST1|ATCS|EDSMC1	CHST14|CHST14|NA|NA	CHST14	Ehlers-Danlos syndrome, musculocontractural type 1	Autosomal recessive	608429	601776	15	NA
CASC5|AF15Q14|KIAA1570|D40|MCPH4	CASC5|CASC5|NA|CASC5|CEP152	CEP152,CASC5	Microcephaly 4, primary, autosomal recessive	Autosomal recessive	609173	604321	15	NA
RAD51A|RECA|MRMV2	RAD51|RAD51|NA	RAD51	Breast cancer, susceptibility to	Autosomal dominant	179617	114480	15	NA
RAD51A|RECA|MRMV2	RAD51|RAD51|NA	RAD51	Mirror movements 2	Autosomal dominant	179617	614508	15	NA
FAM82A2|FAM82C|RMD3|PTPIP51	RMDN3|RMDN3|RMDN3|RMDN3	RMDN3	NA	NA	611873	NA	15	NA
GCHFR|GFRP	GCHFR|GCHFR	GCHFR	NA	NA	602437	NA	15	NA
PPP1R14D|GBPI1	PPP1R14D|NA	PPP1R14D	NA	NA	613256	NA	15	NA
VPS18	VPS18	VPS18	NA	NA	608551	NA	15	NA
DLL4|AOS6	DLL4|NA	DLL4	Adams-Oliver syndrome 6	Autosomal dominant	605185	616589	15	NA
CHAC1	CHAC1	CHAC1	NA	NA	614587	NA	15	NA
INO80|INOC1	INO80|INO80	INO80	NA	NA	610169	NA	15	NA
CHP	CHP1	CHP1	NA	NA	606988	NA	15	NA
NUSAP1|ANKT|NUSAP	NUSAP1|NUSAP1|NA	NUSAP1	NA	NA	612818	NA	15	NA
NDUFAF1|CIA30|CGI65	NDUFAF1|NDUFAF1|NA	NDUFAF1	Mitochondrial complex I deficiency	Autosomal recessive; Mitochondrial; X-linked dominant	606934	252010	15	NA
RTF1|KIAA0252	RTF1|RTF1	RTF1	NA	NA	611633	NA	15	NA
ITPKA	ITPKA	ITPKA	NA	NA	147521	NA	15	NA
LTK|TYK1	LTK|LTK	LTK	NA	NA	151520	NA	15	NA
RPAP1|KIAA1403	RPAP1|RPAP1	RPAP1	NA	NA	611475	NA	15	NA
TYRO3	TYRO3	TYRO3	NA	NA	600341	NA	15	NA
MGA|KIAA0518	MGA,MGAM|MGA	MGA,MGAM	NA	NA	616061	NA	15	NA
MAPKBP1|JNKBP1	MAPKBP1|NA	MAPKBP1	NA	NA	616786	NA	15	NA
SPTBN5|BSPECV	SPTBN5|SPTBN5	SPTBN5	NA	NA	605916	NA	15	NA
PLA2G4B	PLA2G4B	PLA2G4B	NA	NA	606088	NA	15	NA
EHD4	EHD4	EHD4	NA	NA	605892	NA	15	NA
PLA2G4D	PLA2G4D	PLA2G4D	NA	NA	612864	NA	15	NA
VPS39|VAM6|TLP|KIAA0770	VPS39|VPS39|CRIP3,TBPL1|VPS39	VPS39,TBPL1,CRIP3	NA	NA	612188	NA	15	NA
GANC	GANC	GANC	NA	NA	104180	NA	15	NA
CAPN3|CANP3	CAPN3|CAPN3	CAPN3	Muscular dystrophy, limb-girdle, type 2A	Autosomal recessive	114240	253600	15	NA
SNAP23	SNAP23	SNAP23	NA	NA	602534	NA	15	NA
HAUS2|CEP27	HAUS2|HAUS2	HAUS2	NA	NA	613429	NA	15	NA
STARD9|KIAA1300	STARD9|STARD9	STARD9	NA	NA	614642	NA	15	NA
CDAN1|CDA1|CDAN1A	CDAN1|TSPYL2|NA	CDAN1,TSPYL2	Dyserythropoietic anemia, congenital, type Ia	Autosomal recessive	607465	224120	15	NA
TTBK2|SCA11	TTBK2|TTBK2	TTBK2	Spinocerebellar ataxia 11	Autosomal dominant	611695	604432	15	NA
UBR1|JBS	UBR1|JBS	UBR1,JBS	Johanson-Blizzard syndrome	Autosomal recessive	605981	243800	15	NA
CCNDBP1|GCIP	CCNDBP1|CCNDBP1	CCNDBP1	NA	NA	607089	NA	15	NA
EPB42|SPH5	EPB42|NA	EPB42	Spherocytosis, type 5	None	177070	612690	15	NA
TGM5|TGX|PSS2	TGM5|TGM5|PTDSS2	PTDSS2,TGM5	Peeling skin syndrome 2	Autosomal recessive	603805	609796	15	NA
TGM7|TGMZ	TGM7|TGM7	TGM7	NA	NA	606776	NA	15	NA
DEL15q15.3|C15DELq15.3	NA|NA	NA	Deafness and male infertility	Autosomal recessive	611102	611102	15	NA
FRTS1|FRTS|RFS	NA|NA|NA	NA	Fanconi renotubular syndrome 1	Autosomal dominant	134600	134600	15	NA
HMPS1|CRAC1|CRCS4|DUP15q|C15DUPq	NA|GREM1|NA|NA|NA	GREM1	Colorectal cancer, susceptibility to, 4	Autosomal dominant	601228	601228	15	duplication of 40kb of 15q resulting in overexpression of GREM1
HMPS1|CRAC1|CRCS4|DUP15q|C15DUPq	NA|GREM1|NA|NA|NA	GREM1	Polyposis syndrome, mixed hereditary 1	Autosomal dominant	601228	601228	15	duplication of 40kb of 15q resulting in overexpression of GREM1
LCMT2|TYW4|KIAA0547	LCMT2|LCMT2|LCMT2	LCMT2	NA	NA	611246	NA	15	NA
TUBGCP4|GCP4|MCCRP3	TUBGCP4|NA|NA	TUBGCP4	Microcephaly and chorioretinopathy, autosomal recessive, 3	Autosomal recessive	609610	616335	15	NA
TP53BP1|53BP1	TP53BP1|TP53BP1	TP53BP1	NA	NA	605230	NA	15	NA
MAP1A|MAP1L	MAP1A,METAP1|MAP1A	METAP1,MAP1A	NA	NA	600178	NA	15	NA
PPIP5K1|HISPPD2A|IPS1|KIAA0377	PPIP5K1|PPIP5K1|PPIP5K1|PPIP5K1	PPIP5K1	NA	NA	610979	NA	15	NA
CKMT1B|CKMT1	CKMT1B|CKMT1A,CKMT1B	CKMT1A,CKMT1B	NA	NA	123290	NA	15	centromeric to CKMT1A
STRC|DFNB16	STRC|STRC	STRC	Deafness, autosomal recessive 16	Autosomal recessive	606440	603720	15	NA
CATSPER2	CATSPER2	CATSPER2	NA	NA	607249	NA	15	in region with tandem duplication containing a CATSPER2 pseudogene
CKMT1A	CKMT1A	CKMT1A	NA	NA	613415	NA	15	telomeric to CKMT1B
GRP58	PDIA3	PDIA3	NA	NA	602046	NA	15	NA
ELL3	ELL3	ELL3	NA	NA	609885	NA	15	NA
SERF2|H4F5REL	SERF2|NA	SERF2	NA	NA	605054	NA	15	NA
SERINC4	SERINC4	SERINC4	NA	NA	614550	NA	15	NA
HYPK	HYPK	HYPK	NA	NA	612784	NA	15	NA
MFAP1	MFAP1	MFAP1	NA	NA	600215	NA	15	NA
FRMD5	FRMD5	FRMD5	NA	NA	616309	NA	15	NA
CDAN3|CDA3	CDAN3|NA	CDAN3	Dyserythropoietic anemia, congenital, type III	Autosomal dominant	105600	105600	15	NA
CTRCT25|CCSSO	NA|NA	NA	Cataract 25	None	605728	605728	15	NA
EIF3J|EIF3S1	EIF3J|EIF3J	EIF3J	NA	NA	603910	NA	15	NA
SPG11|KIAA1840|FLJ21439|ALS5|CMT2X	SPG11|SPG11|SPG11|ALS5|NA	SPG11,ALS5	Spastic paraplegia 11, autosomal recessive	Autosomal recessive	610844	604360	15	NA
SPG11|KIAA1840|FLJ21439|ALS5|CMT2X	SPG11|SPG11|SPG11|ALS5|NA	SPG11,ALS5	Charcot-Marie-Tooth disease, axonal, type 2X	Autosomal recessive	610844	616668	15	NA
SPG11|KIAA1840|FLJ21439|ALS5|CMT2X	SPG11|SPG11|SPG11|ALS5|NA	SPG11,ALS5	Amyotrophic lateral sclerosis 5, juvenile	Autosomal recessive	610844	602099	15	NA
PATL2|PAT1A	PATL2|NA	PATL2	NA	NA	614661	NA	15	NA
B2M|IMD43	B2M|NA	B2M	?Amyloidosis, familial visceral	Autosomal dominant	109700	105200	15	mutation identified in 1 FVA family
B2M|IMD43	B2M|NA	B2M	Immunodeficiency 43	Autosomal recessive	109700	241600	15	mutation identified in 1 FVA family
TRIM69|TRIF|RNF36	TRIM69|TICAM1|TRIM69	TRIM69,TICAM1	NA	NA	616017	NA	15	NA
SORD|SORD1	SORD|NA	SORD	?Cataract, congenital	None	182500	182500	15	NA
DUOX2|THOX2|TDH6	DUOX2|DUOX2|NA	DUOX2	Thryoid dyshormonogenesis 6	Autosomal recessive	606759	607200	15	NA
DUOXA2|TDH5	DUOXA2|NA	DUOXA2	Thyroid dyshormonogenesis 5	Autosomal recessive	612772	274900	15	head-to-head with DUOX2
DUOXA1	DUOXA1	DUOXA1	NA	NA	612771	NA	15	tail-to-tail with DUOXA2
DUOX1|THOX1	DUOX1|DUOX1	DUOX1	NA	NA	606758	NA	15	NA
SLC28A2|CNT2|SPNT1	SLC28A2|SLC28A2|SLC28A2	SLC28A2	NA	NA	606208	NA	15	NA
GATM|AGAT|CCDS3	GATM|GATM|NA	GATM	Cerebral creatine deficiency syndrome 3	Autosomal recessive	602360	612718	15	NA
NMES1	C15orf48	C15orf48	NA	NA	608409	NA	15	NA
SLC30A4|ZNT4	SLC30A4|SLC30A4	SLC30A4	NA	NA	602095	NA	15	NA
BLOC1S6|BLOS6|PLDN|PA|HPS9	BLOC1S6|NA|BLOC1S6|BLOC1S6,EPB42|BLOC1S6	BLOC1S6,EPB42	Hermansky-pudlak syndrome 9	Autosomal recessive	604310	614171	15	NA
SEMA6D|KIAA1479	SEMA6D|SEMA6D	SEMA6D	NA	NA	609295	NA	15	NA
SLC24A5|NCKX5|SHEP4|OCA6	SLC24A5|NA|NA|SLC24A5	SLC24A5	Albinism, oculocutaneous, type VI	Autosomal recessive	609802	113750	15	NA
SLC24A5|NCKX5|SHEP4|OCA6	SLC24A5|NA|NA|SLC24A5	SLC24A5	Skin/hair/eye pigmentation 4, fair/dark skin	Autosomal recessive	609802	113750	15	NA
SLC12A1|NKCC2	SLC12A1|SLC12A1	SLC12A1	Bartter syndrome, type 1	Autosomal recessive	600839	601678	15	NA
DUT	DUT	DUT	NA	NA	601266	NA	15	NA
FBN1|MFS1|WMS2|SSKS|GPHYSD2|ACMICD|ECTOL1	FBN1|FBN1|NA|NA|NA|NA|NA	FBN1	Ectopia lentis, familial	Autosomal dominant	134797	129600	15	NA
FBN1|MFS1|WMS2|SSKS|GPHYSD2|ACMICD|ECTOL1	FBN1|FBN1|NA|NA|NA|NA|NA	FBN1	Weill-Marchesani syndrome 2, dominant	Autosomal dominant	134797	608328	15	NA
FBN1|MFS1|WMS2|SSKS|GPHYSD2|ACMICD|ECTOL1	FBN1|FBN1|NA|NA|NA|NA|NA	FBN1	Aortic aneurysm, ascending, and dissection	None	134797	NA	15	NA
FBN1|MFS1|WMS2|SSKS|GPHYSD2|ACMICD|ECTOL1	FBN1|FBN1|NA|NA|NA|NA|NA	FBN1	Stiff skin syndrome	Autosomal dominant	134797	184900	15	NA
FBN1|MFS1|WMS2|SSKS|GPHYSD2|ACMICD|ECTOL1	FBN1|FBN1|NA|NA|NA|NA|NA	FBN1	Acromicric dysplasia	Autosomal dominant	134797	102370	15	NA
FBN1|MFS1|WMS2|SSKS|GPHYSD2|ACMICD|ECTOL1	FBN1|FBN1|NA|NA|NA|NA|NA	FBN1	MASS syndrome	None	134797	604308	15	NA
FBN1|MFS1|WMS2|SSKS|GPHYSD2|ACMICD|ECTOL1	FBN1|FBN1|NA|NA|NA|NA|NA	FBN1	Marfan syndrome	Autosomal dominant	134797	154700	15	NA
FBN1|MFS1|WMS2|SSKS|GPHYSD2|ACMICD|ECTOL1	FBN1|FBN1|NA|NA|NA|NA|NA	FBN1	Geleophysic dysplasia 2	Autosomal dominant	134797	614185	15	NA
CEP152|KIAA0912|MCPH9|SCKL5	CEP152|CEP152|NA|CEP152	CEP152	Seckel syndrome 5	None	613529	613823	15	NA
CEP152|KIAA0912|MCPH9|SCKL5	CEP152|CEP152|NA|CEP152	CEP152	Microcephaly 9, primary, autosomal recessive	Autosomal recessive	613529	614852	15	NA
CRI1|C15orf3|EID1	EID1|EID1|EID1	EID1	NA	NA	605894	NA	15	NA
SECISBP2L|SBP2L|KIAA0256	SECISBP2L|NA|SECISBP2L	SECISBP2L	NA	NA	615756	NA	15	NA
TRIP15|SGN2|COPS2	COPS2|NA|COPS2	COPS2	NA	NA	604508	NA	15	NA
GALK2|GK2	GALK2|GALK2,GK2	GK2,GALK2	NA	NA	137028	NA	15	NA
FGF7	FGF7	FGF7	NA	NA	148180	NA	15	NA
SLC27A2|FACVL1|VLACS	SLC27A2|SLC27A2|SLC27A2	SLC27A2	NA	NA	603247	NA	15	NA
HDC	HDC,HECA	HECA,HDC	Gilles de la Tourette syndrome, susceptibility to	Autosomal dominant	142704	137580	15	NA
GABPB|BABPB2|GABPB1|E4TF1B|NRF2B1	GABPB1|NA|GABPB1,GABPAP|GABPAP|NA	GABPB1,GABPAP	NA	NA	600610	NA	15	NA
USP8|HUMORF8	USP8|NA	USP8	NA	NA	603158	NA	15	NA
TRPM7|LTRPC7|CHAK|ALSPDC	TRPM7|TRPM7|NA|NA	TRPM7	Amyotrophic lateral sclerosis-parkinsonism/dementia complex, susceptibility to	Autosomal dominant	605692	105500	15	NA
SPPL2A|IMP3	SPPL2A|IGF2BP3,IMP3,SPPL2A	SPPL2A,IMP3,IGF2BP3	NA	NA	608238	NA	15	NA
AP4E1|SPG51|CPSQ4	AP4E1|AP4E1|NA	AP4E1	Spastic paraplegia 51, autosomal recessive	Autosomal recessive	607244	613744	15	NA
TNFAIP8L3|TIPE3	TNFAIP8L3|NA	TNFAIP8L3	NA	NA	616438	NA	15	NA
CYP19A1|CYP19|ARO	CYP19A1|CYP19A1|CYP19A1	CYP19A1	Aromatase excess syndrome	Autosomal dominant	107910	139300	15	close to CYP11 in mouse
CYP19A1|CYP19|ARO	CYP19A1|CYP19A1|CYP19A1	CYP19A1	Aromatase deficiency	None	107910	613546	15	close to CYP11 in mouse
GLDN|CRGL2	GLDN|NA	GLDN	NA	NA	608603	NA	15	NA
DMXL2|RC3|KIAA0856|PEPNS	DMXL2|DMXL2,NRGN|DMXL2|NA	DMXL2,NRGN	?Polyendocrine-polyneuropathy syndrome	Autosomal recessive	612186	616113	15	mutation identified in 1 PEPNS family
SCG3	SCG3,SGCG	SGCG,SCG3	NA	NA	611796	NA	15	NA
TMOD2	TMOD2	TMOD2	NA	NA	602928	NA	15	NA
TMOD3	TMOD3	TMOD3	NA	NA	605112	NA	15	NA
LEO1|RDL	LEO1|NA	LEO1	NA	NA	610507	NA	15	NA
BCL2L10	BCL2L10	BCL2L10	NA	NA	606910	NA	15	NA
GNB5	GNB5	GNB5	NA	NA	604447	NA	15	NA
MYO5C	MYO5C	MYO5C	NA	NA	610022	NA	15	NA
MYO5A|MYH12|GS1	MYO5A|MYO5A|HDHD1,MYO5A	MYO5A,HDHD1	Griscelli syndrome, type 1	Autosomal recessive	160777	214450	15	NA
ARPP19|ARPP16	ARPP19|ARPP19	ARPP19	NA	NA	605487	NA	15	NA
ONECUT1|HNF6A|HNF6	ONECUT1|ONECUT1|ONECUT1	ONECUT1	NA	NA	604164	NA	15	NA
WDR72|AI2A3	WDR72|NA	WDR72	Amelogenesis imperfecta, type IIA3	Autosomal recessive	613214	613211	15	NA
UNC13C	UNC13C	UNC13C	NA	NA	614568	NA	15	NA
RSL24D1|RLP24	RSL24D1|NA	RSL24D1	NA	NA	613262	NA	15	NA
RAB27A|RAM|GS2	RAB27A|FAM103A1,RAB27A,CCDC26|PNPLA4,RAB27A	FAM103A1,RAB27A,PNPLA4,CCDC26	Griscelli syndrome, type 2	Autosomal recessive	603868	607624	15	NA
PIGB	PIGB	PIGB	NA	NA	604122	NA	15	NA
DYX1C1|DYXC1|DYX1|CILD25	DYX1C1|NA|DYX1|DYX1C1	DYX1,DYX1C1	Dyslexia, susceptibility to, 1	Autosomal dominant	608706	127700	15	not confirmed by some studies
DYX1C1|DYXC1|DYX1|CILD25	DYX1C1|NA|DYX1|DYX1C1	DYX1,DYX1C1	Ciliary dyskinesia, primary, 25	Autosomal recessive	608706	615482	15	not confirmed by some studies
PRTG	PRTG	PRTG	NA	NA	613261	NA	15	NA
NEDD4	NEDD4	NEDD4	NA	NA	602278	NA	15	NA
RFX7|RFXDC2	RFX7|RFX7	RFX7	NA	NA	612660	NA	15	NA
MNS1|FLJ11222	MNS1|MNS1	MNS1	NA	NA	610766	NA	15	NA
TCF12|HTF4|CRS3	TCF12|TCF12|CRISP3	CRISP3,TCF12	Craniosynostosis 3	Autosomal dominant	600480	615314	15	NA
CGNL1|FLJ14957|KIAA1749	CGNL1|CGNL1|CGNL1	CGNL1	NA	NA	607856	NA	15	NA
GUP|GCOM1|MYOZAP	NA|MYZAP,POLR2M,GCOM1|MYZAP	POLR2M,GCOM1,MYZAP	NA	NA	614071	NA	15	NA
POLR2M|GDOWN|GRINL1A	POLR2M|NA|POLR2M,GCOM1	POLR2M,GCOM1	NA	NA	606485	NA	15	NA
ALDH1A2|RALDH2	ALDH1A2|ALDH1A2	ALDH1A2	NA	NA	603687	NA	15	NA
AQP9	AQP7,AQP9	AQP7,AQP9	NA	NA	602914	NA	15	NA
LIPC|HL|LIPH|HDLCQ12	LIPC|HMGCL,LIPC|LIPH|NA	HMGCL,LIPH,LIPC	Diabetes mellitus, noninsulin-dependent	Autosomal dominant	151670	125853	15	NA
LIPC|HL|LIPH|HDLCQ12	LIPC|HMGCL,LIPC|LIPH|NA	HMGCL,LIPH,LIPC	High density lipoprotein cholesterol level QTL 12	None	151670	612797	15	NA
LIPC|HL|LIPH|HDLCQ12	LIPC|HMGCL,LIPC|LIPH|NA	HMGCL,LIPH,LIPC	Hepatic lipase deficiency	Autosomal recessive	151670	614025	15	NA
ADAM10|MADM|RAK|AD18	ADAM10|ADAM10,NRBP1|FRK|NA	ADAM10,FRK,NRBP1	Alzheimer disease 18, susceptibility to	None	602192	615590	15	NA
ADAM10|MADM|RAK|AD18	ADAM10|ADAM10,NRBP1|FRK|NA	ADAM10,FRK,NRBP1	Reticulate acropigmentation of Kitamura	Autosomal dominant	602192	615537	15	NA
GLC1N	GLC1N	GLC1N	Glaucoma 1, open angle, N	None	611274	611274	15	max lod at D15S125
USH1H	USH1H	USH1H	Usher syndrome, type 1H	None	612632	612632	15	max lod at D15S980
RNF111	RNF111	RNF111	NA	NA	605840	NA	15	NA
CCNB2	CCNB2	CCNB2	NA	NA	602755	NA	15	NA
MYO1E|MYO1C|FSGS6	MYO1E|MYO1C,MYO1E|NA	MYO1E,MYO1C	Glomerulosclerosis, focal segmental, 6	Autosomal recessive	601479	614131	15	NA
GCNT3	GCNT3	GCNT3	NA	NA	606836	NA	15	NA
