phenotype	phenotypeInheritance	phenotypeMimNumber	chromosome	gene	geneMimNumber	comments
NA	NA	NA	15	KIF23,KNSL5,MKLP1	605064	NA
NA	NA	NA	15	RPLP1	180520	NA
NA	NA	NA	15	DRAIC	616387	NA
NA	NA	NA	15	PCAT29	616273	NA
NA	NA	NA	15	TLE3,ESG	600190	NA
NA	NA	NA	15	UACA,NUCLING	612516	NA
NA	NA	NA	15	LARP6,ACHN	611300	NA
NA	NA	NA	15	THAP10	612538	NA
NA	NA	NA	15	THSD4,ADAMTSL6	614476	NA
Retinitis pigmentosa 37	Autosomal recessive; Autosomal dominant	611131	15	NR2E3,PNR,ESCS,RP37	604485	near BBS4
Enhanced S-cone syndrome	Autosomal recessive	268100	15	NR2E3,PNR,ESCS,RP37	604485	near BBS4
NA	NA	NA	15	MYO9A	604875	NA
NA	NA	NA	15	SENP8,NEDP1,DEN1	608659	NA
NA	NA	NA	15	PKM,PKM2,PK3,PKM2,THBP1	179050	NA
NA	NA	NA	15	CELF6,BRUNOL6	612681	NA
GM2-gangliosidosis, several forms	Autosomal recessive	272800	15	HEXA,TSD	606869	on 15q+ in APL
Hex A pseudodeficiency	Autosomal recessive	272800	15	HEXA,TSD	606869	on 15q+ in APL
Tay-Sachs disease	Autosomal recessive	272800	15	HEXA,TSD	606869	on 15q+ in APL
Ciliary dyskinesia, primary, 8	None	612274	15	CILD8	612274	max lod at D15S154
Chromosome 15q24 deletion syndrome	Isolated cases	613406	15	DEL15q24,CHR15DELq24	613406	contiguous gene deletion syndrome
Epilepsy, nocturnal frontal lobe, type 2	Autosomal dominant	603204	15	ENFL2	603204	some ENFL not on 20q or 15q
Mental retardation, severe, with spasticity and tapetoretinal degeneration	None	602685	15	MRST	602685	NA
NA	NA	NA	15	ARIH1,ARI,UBCH7BP	605624	NA
Bardet-Biedl syndrome 4	Autosomal recessive	615982	15	BBS4	600374	NA
NA	NA	NA	15	ADPGK	611861	NA
NA	NA	NA	15	NEO1,NGN	601907	NA
Sick sinus syndrome 2	Autosomal dominant	163800	15	HCN4,SSS2	605206	NA
Brugada syndrome 8	None	613123	15	HCN4,SSS2	605206	NA
NA	NA	NA	15	NPTN,SDFR1,GP55,NP55,GP65,NP65	612820	NA
NA	NA	NA	15	NPTNIT1	615176	NA
NA	NA	NA	15	CD276,B7H3	605715	NA
Exfoliation syndrome, susceptibility to	Autosomal dominant	177650	15	LOXL1,LOXL	153456	NA
NA	NA	NA	15	STOML1,STORP	608326	NA
Leukemia, acute promyelocytic, PML/RARA type	None	NA	15	PML,MYL	102578	fused with RARA in APL
NA	NA	NA	15	GOLGA6,GLP	610288	NA
NA	NA	NA	15	ISLR2,LINX,KIAA1464	614179	NA
NA	NA	NA	15	ISLR	602059	NA
Microphthalmia, syndromic 9	Autosomal recessive	601186	15	STRA6,MCOPS9,MCOPCB8	610745	NA
Microphthalmia, isolated, with coloboma 8	Autosomal recessive	601186	15	STRA6,MCOPS9,MCOPCB8	610745	NA
Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete	None	613743	15	CYP11A1,P450SCC	118485	NA
Blood group, John-Milton-Hagen system	None	614745	15	SEMA7A,SEMAL,SEMAK1,CDW108,JMH	607961	NA
NA	NA	NA	15	UBL7	609748	NA
NA	NA	NA	15	ARID3B,DRIL2,BDP	612457	NA
NA	NA	NA	15	CLK3	602990	NA
?Mental retardation, autosomal recessive 50	Autosomal recessive	616460	15	EDC3,YJDC,MRT50	609842	mutation identified in 1 MRT50 family
NA	NA	NA	15	CYP1A1,CYP1	108330	head-to-head with CYP1A2
NA	NA	NA	15	CYP1A2	124060	23.3kb from CYP1A1
NA	NA	NA	15	CSK	124095	NA
NA	NA	NA	15	ULK3	613472	NA
NA	NA	NA	15	SCAMP2	606912	NA
Congenital disorder of glycosylation, type Ib	Autosomal recessive	602579	15	MPI,PMI1,CDG1B	154550	NA
NA	NA	NA	15	COX5A	603773	pseudogene on 14q22
NA	NA	NA	15	SCAMP5	613766	NA
NA	NA	NA	15	PPCDC	609854	NA
NA	NA	NA	15	COMMD4	616701	NA
NA	NA	NA	15	NEIL1,NEI1,FPG1	608844	NA
NA	NA	NA	15	MAN2C1,MANA	154580	NA
NA	NA	NA	15	SIN3A	607776	NA
NA	NA	NA	15	PTPN9	600768	NA
NA	NA	NA	15	IMP3,MRPS4,BRMS2	612980	NA
NA	NA	NA	15	CSPG4,MCSPG,MSK16,NG2	601172	NA
NA	NA	NA	15	UBE2Q2,LOC92912	612501	NA
NA	NA	NA	15	FBXO22,FBX22	609096	NA
NA	NA	NA	15	NRG4,HRG4	610894	NA
Glutaric acidemia IIA	Autosomal recessive	231680	15	ETFA,GA2,MADD	608053	NA
NA	NA	NA	15	SCAPER,KIAA1454	611611	NA
NA	NA	NA	15	RCN2,ERC55	602584	NA
Pyogenic sterile arthritis, pyoderma gangrenosum, and acne	Autosomal dominant	604416	15	PSTPIP1,PSTPIP,CD2BP1,PAPAS	606347	NA
NA	NA	NA	15	TSPAN3	613134	NA
NA	NA	NA	15	PEAK1,KIAA2002	614248	NA
NA	NA	NA	15	HMG20A	605534	NA
NA	NA	NA	15	LRRN6A,LERN1,LINGO1	609791	NA
Chromosome 15q25 deletion syndrome	Autosomal dominant	614294	15	DEL15q25,C15DELq25	614294	chr15:82,889,423-83,552,890, NCBI36
Deafness, autosomal dominant 30	Autosomal dominant	606451	15	DFNA30	606451	NA
Porokeratosis 4, disseminated superficial actinic	None	607728	15	POROK4,DSAP2	607728	between D15S1023 and D15S1030
Deafness, autosomal recessive 48	Autosomal recessive	609439	15	CIB2,KIP2	605564	NA
Usher syndrome, type IJ	Autosomal recessive	614869	15	CIB2,KIP2	605564	NA
NA	NA	NA	15	IDH3A	601149	NA
NA	NA	NA	15	ACSBG1,BG,BG1,KIAA0631	614362	NA
NA	NA	NA	15	CRABP1,RBP5	180230	distal to APL breakpoint
NA	NA	NA	15	IREB2	147582	NA
NA	NA	NA	15	AGPHD1	614681	NA
NA	NA	NA	15	PSMA4,PSC9,HC9	176846	NA
Lung cancer susceptibility 2	None	612052	15	CHRNA5,LNCR2	118505	NA
Nicotine dependence, susceptibility to	None	612052	15	CHRNA5,LNCR2	118505	NA
Lung cancer susceptibility 2	None	612052	15	CHRNA3,LNCR2,PAOD2	118503	NA
NA	NA	NA	15	CHRNB4	118509	NA
NA	NA	NA	15	ADAMTS7	605009	NA
NA	NA	NA	15	MORF4L1,MRG15	607303	NA
NA	NA	NA	15	CTSH	116820	NA
EDICT syndrome	Autosomal dominant	614303	15	MIR184,MIRN184,KTCNCT,EDICT	613146	NA
NA	NA	NA	15	MTHFS	604197	NA
NA	NA	NA	15	BCL2A1	601056	NA
NA	NA	NA	15	ZFAND6,ZA20D3,AWP1	610183	NA
Tyrosinemia, type I	Autosomal recessive	276700	15	FAH	613871	NA
?Webb-Dattani syndrome	Autosomal recessive	615926	15	ARNT2,WEDAS	606036	mutation identified in 1 WEDAS family
NA	NA	NA	15	KIAA1199	608366	NA
NA	NA	NA	15	MESDC2,MESD,BOCA,KIAA0081	607783	NA
NA	NA	NA	15	MESDC1	615466	NA
NA	NA	NA	15	IL16,LCF	603035	NA
NA	NA	NA	15	STARD5	607050	NA
NA	NA	NA	15	MEX3B,RKHD3	611008	NA
Diamond-Blackfan anemia 4	None	612527	15	RPS17,RPS17L1,RPS17L2,DBA4	180472	previously on chr.11; pseudogenes on 5q33-qter and 17q
NA	NA	NA	15	CPEB1	607342	NA
NA	NA	NA	15	AP3B2,NAPTB	602166	NA
NA	NA	NA	15	SCARNA15,ACA45	612675	NA
NA	NA	NA	15	WHDC1,WHAMM,KIAA1971	612393	NA
?Deafness, autosomal dominant 68	Autosomal dominant	616707	15	HOMER2,HOMER2B,HOMER2A,DFNA68	604799	mutation identified in 1 DFNA68 family
NA	NA	NA	15	FAM103A1,RAM	614547	NA
NA	NA	NA	15	TM6SF1	606562	NA
NA	NA	NA	15	HRP3,HDGFRP3	616643	NA
NA	NA	NA	15	BNC1	601930	NA
NA	NA	NA	15	SH3GL3	603362	NA
NA	NA	NA	15	ADAMTSL3,KIAA1233	609199	NA
NA	NA	NA	15	SCAND2	610417	NA
Galloway-Mowat syndrome	Autosomal recessive	251300	15	WDR73,HSPC264,GAMOS	616144	NA
NA	NA	NA	15	NMB	162340	NA
Hypothyroidism, congenital, nongoitrous, 3	None	609893	15	CHNG3,RTSH	609893	max lod at D15S655
Major depressive disorder 2	None	608516	15	MDD2	608691	NA
NA	NA	NA	15	ZNF592,KIAA0211	613624	NA
NA	NA	NA	15	SLC28A1,CNT1	606207	NA
NA	NA	NA	15	PDE8A	602972	NA
NA	NA	NA	15	AKAP13,HT31,LBC,BRX	604686	NA
Corneal dystrophy, Fuchs endothelial, 8	Autosomal dominant	615523	15	AGBL1,CCP4,FECD8	615496	NA
NA	NA	NA	15	NTRK3,TRKC	191316	NA
NA	NA	NA	15	MRPL46	611851	NA
NA	NA	NA	15	MRPS11	611977	NA
Chromosome 15q26-qter deletion syndrome	Isolated cases	612626	15	DEL15q26qter,C15DELq26qter	612626	contiguous gene deletion syndrome
Hernia, congenital diaphragmatic 1	Multifactorial	142340	15	DIH1,HCD	142340	NA
Diabetes mellitus, insulin-dependent, 3	None	600318	15	IDDM3	600318	NA
Levy-Shanske syndrome	None	614846	15	LVSKS	614846	NA
Macrocephaly with multiple epiphyseal dysplasia and distinctive facies	Autosomal recessive	607131	15	MMEDF	607131	?allelic to SEDK
Otosclerosis 1	Autosomal dominant	166800	15	OTSC1,OTS	166800	NA
Syncope, familial vasovagal	Autosomal dominant	609289	15	VVS	609289	NA
NA	NA	NA	15	DET1	608727	NA
NA	NA	NA	15	ISG20L1,AEN	610177	NA
NA	NA	NA	15	ISG20,HEM45	604533	NA
Spondyloepiphyseal dysplasia, Kimberley type	Autosomal dominant	608361	15	ACAN,AGC1,CSPG1,MSK16,SEDK	155760	NA
Spondyloepimetaphyseal dysplasia, aggrecan type	None	612813	15	ACAN,AGC1,CSPG1,MSK16,SEDK	155760	NA
Osteochondritis dissecans, short stature, and early-onset osteoarthritis	Autosomal dominant	165800	15	ACAN,AGC1,CSPG1,MSK16,SEDK	155760	NA
NA	NA	NA	15	MFGE8	602281	NA
NA	NA	NA	15	ABHD2,LABH2	612196	NA
Bothnia retinal dystrophy	Autosomal recessive	607475	15	RLBP1	180090	NA
Retinitis punctata albescens	Autosomal dominant	136880	15	RLBP1	180090	NA
Newfoundland rod-cone dystrophy	None	607476	15	RLBP1	180090	NA
Fundus albipunctatus	Autosomal dominant	136880	15	RLBP1	180090	NA
Fanconi anemia, complementation group I	None	609053	15	FANCI,KIAA1794	611360	NA
Progressive external ophthalmoplegia, autosomal recessive 1	Autosomal recessive	258450	15	POLG,POLG1,POLGA,PEO,SANDO,SCAE,MTDPS4A,MTDPS4B,MIRAS	174763	PEO also digenic with C10orf2
Progressive external ophthalmoplegia, autosomal dominant 1	Autosomal dominant	157640	15	POLG,POLG1,POLGA,PEO,SANDO,SCAE,MTDPS4A,MTDPS4B,MIRAS	174763	PEO also digenic with C10orf2
Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)	Autosomal recessive	607459	15	POLG,POLG1,POLGA,PEO,SANDO,SCAE,MTDPS4A,MTDPS4B,MIRAS	174763	PEO also digenic with C10orf2
Mitochondrial DNA depletion syndrome 4B (MNGIE type)	Autosomal recessive	613662	15	POLG,POLG1,POLGA,PEO,SANDO,SCAE,MTDPS4A,MTDPS4B,MIRAS	174763	PEO also digenic with C10orf2
Mitochondrial DNA depletion syndrome 4A (Alpers type)	Autosomal recessive	203700	15	POLG,POLG1,POLGA,PEO,SANDO,SCAE,MTDPS4A,MTDPS4B,MIRAS	174763	PEO also digenic with C10orf2
NA	NA	NA	15	MIR9-3,MIRN9-3	611188	NA
NA	NA	NA	15	RHCG,RHGK	605381	NA
NA	NA	NA	15	C15orf42,TRESLIN	613298	NA
Joubert syndrome 12	Autosomal recessive	200990	15	KIF7,HLS2,ACLS,JBTS12	611254	mutation identified in 1 HLS2 family
Acrocallosal syndrome	Autosomal recessive	200990	15	KIF7,HLS2,ACLS,JBTS12	611254	mutation identified in 1 HLS2 family
?Hydrolethalus syndrome 2	Autosomal recessive	614120	15	KIF7,HLS2,ACLS,JBTS12	611254	mutation identified in 1 HLS2 family
Lipodystrophy, familial partial, type 4	Autosomal dominant	613877	15	PLIN1,PLIN,FPLD4	170290	NA
NA	NA	NA	15	PEX11A	603866	NA
NA	NA	NA	15	MESP1	608689	NA
Spondylocostal dysostosis 2, autosomal recessive	None	608681	15	MESP2,SCDO2	605195	NA
NA	NA	NA	15	ANPEP,PEPN,CD13	151530	NA
NA	NA	NA	15	C15orf38,ARPIN	615543	NA
D-2-hydroxyglutaric aciduria 2	None	613657	15	IDH2,IDPM,D2HGA2	147650	NA
NA	NA	NA	15	CIB,KIP	602293	NA
NA	NA	NA	15	NGRN	616718	NA
NA	NA	NA	15	IQGAP1,SAR1	603379	amplified in gastric cancer
NA	NA	NA	15	CRTC3,TORC3	608986	NA
Bloom syndrome	Autosomal recessive	210900	15	RECQL3,RECQ2,BLM,BS	604610	NA
NA	NA	NA	15	FURIN,PACE,FUR,PCSK3	136950	less than 1.1kb 5' to FES
NA	NA	NA	15	FES	190030	NA
NA	NA	NA	15	MAN2A2,MANA2X	600988	NA
NA	NA	NA	15	UNC45A,SMAP1,GCUNC45	611219	NA
NA	NA	NA	15	PRC1	603484	NA
Arthrogryposis, renal dysfunction, and cholestasis 1	Autosomal recessive	208085	15	VPS33B	608552	NA
NA	NA	NA	15	SV2B,KIAA0735	185861	NA
NA	NA	NA	15	SLCO3A1,OATPD,OATP3A1	612435	NA
NA	NA	NA	15	STX	602546	NA
Epileptic encephalopathy, childhood-onset	Autosomal dominant	615369	15	CHD2,EEOC	602119	NA
NA	NA	NA	15	RGMA,RGMA	607362	NA
NA	NA	NA	15	MCTP2	616297	NA
Congenital heart defects, multiple types, 4	Autosomal dominant	615779	15	NR2F2,TFCOUP2,ARP1,CHTD4	107773	NA
NA	NA	NA	15	SPATA8,SRG8	613948	NA
Insulin-like growth factor I, resistance to	Autosomal recessive; Autosomal dominant	270450	15	IGF1R	147370	NA
NA	NA	NA	15	DMN	606087	NA
Coronary artery disease, autosomal dominant, 1	Autosomal dominant	608320	15	MEF2A,ADCAD1	600660	NA
Weill-Marchesani-like syndrome	Autosomal recessive	613195	15	ADAMTS17	607511	NA
Ichthyosis, congenital, autosomal recessive 9	Autosomal recessive	615023	15	CERS3,LASS3,ARCI9	615276	NA
Mental retardation, autosomal recessive 27	Autosomal recessive	614340	15	LINS1,WINS1,FLJ10583,MRT27	610350	NA
NA	NA	NA	15	ASB7	615052	NA
Microphthalmia, isolated 8	Autosomal recessive	615113	15	ALDH1A3,ALDH6,MCOP8	600463	NA
NA	NA	NA	15	LRRK1	610986	NA
Temtamy preaxial brachydactyly syndrome	Autosomal recessive	605282	15	CHSY1,KIAA0990,TPBS	608183	NA
NA	NA	NA	15	SEPS1,SELS,VIMP,ADO15	607918	NA
NA	NA	NA	15	SNRPA1	603521	NA
NA	NA	NA	15	PCSK6,PACE4,SPC4	167405	NA
NA	NA	NA	15	TM2D3,BLP2	610014	NA
NA	NA	NA	15	COL1AR	120340	NA
Attention deficit-hyperactivity disorder	Autosomal dominant	143465	16	ADHD1	608903	max lod at D16S3114
Body mass index QTL5	None	608558	16	BMIQ5	608558	near D16S404 and D16S764
Coronary heart disease, susceptibility to	None	607339	16	CHDS1	607339	NA
Chromosome 16p13.3 deletion syndrome	None	610543	16	DEL16p13.3,RSTSS	610543	contiguous gene deletion syndrome
Chromosome 16p13.3 duplication syndrome	Isolated cases; Autosomal dominant	613458	16	DUP16p13.3,C16DUPq13.3	613458	contiguous gene duplication syndrome
Alpha-thalassemia/mental retardation syndrome, type 1	Autosomal dominant	141750	16	HBHR,ATR1	141750	contiguous gene syndrome involving deletion of HBA1 and HBA2
Inflammatory bowel disease 8	None	606668	16	IBD8	606668	NA
Pyloric stenosis, infantile hypertrophic, 2	None	610260	16	IHPS2	610260	NA
Microphthalmia with cataract 1	Autosomal dominant	156850	16	MCOPCT1	156850	proximal to HBA1
Microhydranencephaly	Autosomal recessive	605013	16	MHAC	605013	NA
Microcephaly, mental retardation, and distinctive facies, with cardiac and genitourinary malformations	Autosomal recessive	613680	16	MMRFCGU	613680	NA
Polycystic kidney disease, infantile severe, with tuberous sclerosis	Autosomal dominant	600273	16	PKDTS	600273	contiguous gene syndrome caused by deletion of TSC2 and PKD1
NA	NA	NA	16	RHBDF1,IRHOM1,DIST1	614403	NA
NA	NA	NA	16	MPG,MDG	156565	75kb upstream of HBZ
NA	NA	NA	16	CGTHBA	600928	NA
NA	NA	NA	16	HBZ	142310	NA
NA	NA	NA	16	HBM	609639	?functional
Heinz body anemia	Autosomal dominant	140700	16	HBA2,HBH	141850	NA
Erythrocytosis	None	NA	16	HBA2,HBH	141850	NA
Thalassemia, alpha-	None	604131	16	HBA2,HBH	141850	NA
Hypochromic microcytic anemia	None	NA	16	HBA2,HBH	141850	NA
Hemoglobin H disease, nondeletional	None	613978	16	HBA2,HBH	141850	NA
Heinz body anemias, alpha-	Autosomal dominant	140700	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
Erythremias, alpha-	None	NA	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
Thalassemias, alpha-	None	604131	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
Methemoglobinemias, alpha-	None	NA	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
Hemoglobin H disease, nondeletional	None	613978	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
NA	NA	NA	16	HBQ1	142240	NA
NA	NA	NA	16	LUC7L	607782	NA
NA	NA	NA	16	RS11	603895	NA
NA	NA	NA	16	PDIA2,PDIP	608012	NA
?Caudal duplication anomaly	None	607864	16	AXIN1,AXIN	603816	hypermethylation of AXIN1 promoter seen in 1 CDUP patient
Hepatocellular carcinoma, somatic	None	114550	16	AXIN1,AXIN	603816	hypermethylation of AXIN1 promoter seen in 1 CDUP patient
NA	NA	NA	16	MRPL28,MAAT1	604853	NA
NA	NA	NA	16	NME4	601818	NA
NA	NA	NA	16	DECR2,PDCR	615839	NA
NA	NA	NA	16	RAB11FIP3,EFERIN,KIAA0665	608738	NA
NA	NA	NA	16	SOLH	603267	conflicting localization to Xq24
NA	NA	NA	16	WFIKKN1,WFIKKN	608021	NA
NA	NA	NA	16	RHOT2,MIRO2,ARHT2	613889	NA
NA	NA	NA	16	RHBDL,RRP	603264	NA
Spinocerebellar ataxia, autosomal recessive 16	Autosomal recessive	615768	16	STUB1,CHIP,SCAR16	607207	NA
NA	NA	NA	16	FBXL16,FBL16,C16orf22	609082	NA
NA	NA	NA	16	METRN	610998	NA
Myopathy, centronuclear, 4	Autosomal dominant	614807	16	CCDC78,C16orf25,CNM4	614666	NA
NA	NA	NA	16	NARFL,IOP1	611118	NA
NA	NA	NA	16	MSLN	601051	NA
NA	NA	NA	16	CHTF18,CHL12,CTF18	613201	NA
NA	NA	NA	16	GNG13	607298	NA
Lipase deficiency, combined	Autosomal recessive	246650	16	LMF1,TMEM112	611761	NA
NA	NA	NA	16	SOX8	605923	NA
Somatostatin analog, resistance to	Autosomal dominant; Somatic mutation	NA	16	SSTR5	182455	NA
NA	NA	NA	16	C1QTNF8,CTRP8	614147	NA
Epilepsy, idiopathic generalized, susceptibility to, 6	None	611942	16	CACNA1H,EIG6,ECA6	607904	NA
Epilepsy, childhood absence, susceptibility to, 6	None	611942	16	CACNA1H,EIG6,ECA6	607904	NA
NA	NA	NA	16	TPSG1,TMT	609341	NA
NA	NA	NA	16	TPSB2,TPS2	191081	NA
NA	NA	NA	16	TPSAB1,TPS1	191080	NA
NA	NA	NA	16	TPSD1,MCP7L1	609272	NA
NA	NA	NA	16	UBE2I	601661	NA
NA	NA	NA	16	BAIAP3,BAP3	604009	NA
Mucolipidosis III gamma	Autosomal recessive	252605	16	GNPTAG	607838	NA
Osteopetrosis, autosomal recessive 4	None	611490	16	CLCN7,CLC7,OPTA2,OPTB4	602727	NA
Osteopetrosis, autosomal dominant 2	Autosomal dominant	166600	16	CLCN7,CLC7,OPTA2,OPTB4	602727	NA
NA	NA	NA	16	PTX4	613442	NA
NA	NA	NA	16	TELO2,TEL2,CLK2,KIAA0683,HCLK2	611140	NA
Short-rib thoracic dysplasia 9 with or without polydactyly	Autosomal recessive	266920	16	IFT140,KIAA0590,SRTD9,MZSDS	614620	NA
NA	NA	NA	16	TMEM204,C16orf30,CLP24	611002	NA
NA	NA	NA	16	MAPK8IP3,SYD2,JSAP1,JIP3	605431	NA
NA	NA	NA	16	NME3,NM23H3	601817	NA
NA	NA	NA	16	MRPS34,MRPS12	611994	NA
NA	NA	NA	16	EME2	610886	NA
NA	NA	NA	16	SPSB3,SSB3	611659	NA
NA	NA	NA	16	NUBP2,CFD1	610779	NA
Acid-labile subunit, deficiency of	None	615961	16	IGFALS,ALS,ACLSD	601489	NA
Glyoxalase II deficiency	Autosomal dominant	614033	16	HAGH,GLO2	138760	NA
NA	NA	NA	16	FAHD1,FLJ36880	616320	NA
NA	NA	NA	16	SEPX1,SELX	606216	NA
NA	NA	NA	16	NDUFB10	603843	NA
NA	NA	NA	16	RPS2	603624	NA
NA	NA	NA	16	TBL3	605915	NA
NA	NA	NA	16	NOXO1	611256	NA
Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay	None	613076	16	GFER,ERV1,ALR	600924	NA
NA	NA	NA	16	SYNGR3	603927	NA
NA	NA	NA	16	NPW,PPNPW,PPL8	607997	NA
NA	NA	NA	16	SLC9A3R2,SIP1,NHERF2	606553	NA
Familial adenomatous polyposis 3	Autosomal recessive	616415	16	NTHL1,OCTS3,FAP3	602656	NA
Lymphangioleiomyomatosis, somatic	None	606690	16	TSC2,LAM	191092	distal to PKD1
Tuberous sclerosis-2	Autosomal dominant	613254	16	TSC2,LAM	191092	distal to PKD1
Polycystic kidney disease, adult type I	Autosomal dominant	173900	16	PKD1	601313	NA
NA	NA	NA	16	MIR1225,MIRN1225	611621	NA
NA	NA	NA	16	RAB26	605455	NA
NA	NA	NA	16	TRAF7,RFWD1	606692	NA
NA	NA	NA	16	CASKIN1,KIAA1306	612184	NA
NA	NA	NA	16	MLST8,GBL,LST8,WAT1,POP3	612190	NA
NA	NA	NA	16	PGP	172280	no recombination with PKD1
NA	NA	NA	16	E4F1,E4F	603022	NA
NA	NA	NA	16	ECI1,DCI	600305	NA
Surfactant metabolism dysfunction, pulmonary, 3	Autosomal recessive	610921	16	ABCA3,ABC3,SMDP3	601615	NA
NA	NA	NA	16	CCNF,FBX1	600227	NA
NA	NA	NA	16	NTN2L	602349	NA
Deafness, autosomal dominant 65	Autosomal dominant	616044	16	TBC1D24,KIAA1171,FIME,EIEE16,DOORS,DFNB86,DFNA65	613577	NA
Deafness , autosomal recessive 86	Autosomal recessive	614617	16	TBC1D24,KIAA1171,FIME,EIEE16,DOORS,DFNB86,DFNA65	613577	NA
Myoclonic epilepsy, infantile, familial	Autosomal recessive	605021	16	TBC1D24,KIAA1171,FIME,EIEE16,DOORS,DFNB86,DFNA65	613577	NA
Epileptic encephalopathy, early infantile, 16	Autosomal recessive	615338	16	TBC1D24,KIAA1171,FIME,EIEE16,DOORS,DFNB86,DFNA65	613577	NA
DOOR syndrome	Autosomal recessive	220500	16	TBC1D24,KIAA1171,FIME,EIEE16,DOORS,DFNB86,DFNA65	613577	NA
NA	NA	NA	16	ATP6V0C,ATP6L,ATP6C	108745	NA
NA	NA	NA	16	CEMP1,CP23	611113	NA
NA	NA	NA	16	PDPK1,PDK1	605213	NA
NA	NA	NA	16	KCTD5	611285	NA
NA	NA	NA	16	SRRM2,SRM300,KIAA0324	606032	NA
NA	NA	NA	16	PRSS33,EOS	613797	NA
NA	NA	NA	16	PRSS21,ESP1	608159	NA
NA	NA	NA	16	PRSS22	609343	NA
NA	NA	NA	16	KREMEN2,KRM2	609899	NA
NA	NA	NA	16	PAQR4	614578	NA
NA	NA	NA	16	PKMYT1,MYT1	602474	NA
NA	NA	NA	16	CLDN9	615799	NA
NA	NA	NA	16	CLDN6	615798	NA
NA	NA	NA	16	TNFRSF12A,FN14,TWEAKR	605914	NA
Beaulieu-Boycott-Innes syndrome	Autosomal recessive	613680	16	THOC6,FSAP35,BBIS	615403	NA
NA	NA	NA	16	MMP25,MMP20A	608482	NA
NA	NA	NA	16	IL32,NK4	606001	NA
NA	NA	NA	16	ZNF205,ZNF210	603436	NA
NA	NA	NA	16	ZNF213,CR53	608387	NA
NA	NA	NA	16	OR1F1,OLFMF	603232	NA
NA	NA	NA	16	ZNF200	603231	NA
Familial Mediterranean fever, AR	Autosomal recessive	249100	16	MEFV,MEF,FMF	608107	between D16S80 and D16S283
Familial Mediterranean fever, AD	Autosomal dominant	134610	16	MEFV,MEF,FMF	608107	between D16S80 and D16S283
NA	NA	NA	16	ZNF263	604191	NA
NA	NA	NA	16	TIGD7,SANCHO	612969	NA
NA	NA	NA	16	ZNF75A	601473	NA
NA	NA	NA	16	ZNF174	603900	NA
NA	NA	NA	16	ZNF597	614685	NA
NA	NA	NA	16	NAA60,NAT15	614246	NA
NA	NA	NA	16	NLRC3	615648	NA
Fanconi anemia, complementation group P	Autosomal recessive	613951	16	SLX4,BTBD12,MUS312,KIAA1784,KIAA1987,FANCP	613278	NA
Systemic lupus erythematosus, susceptibility to	Autosomal dominant	152700	16	DNASE1,DNL1	125505	NA
NA	NA	NA	16	TRAP1,HSP75,HSP90L	606219	NA
Rubinstein-Taybi syndrome	Autosomal dominant	180849	16	CREBBP,CBP,RSTS	600140	fusion partner with MORF in AML; fusion partner with MLL in therapy-related acute leukemia; fusion partner with MOZ in AML
NA	NA	NA	16	ADCY9	603302	NA
NA	NA	NA	16	SRL	604992	NA
NA	NA	NA	16	TFAP4	600743	NA
Nephronophthisis 7	None	611498	16	GLIS2,NPHP7	608539	NA
Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type	Autosomal recessive	613320	16	PAM16,MAGMAS,SMDMDM	614336	NA
NA	NA	NA	16	CORO7,POD1,CRN7	611668	NA
NA	NA	NA	16	VASN	608843	NA
NA	NA	NA	16	DNAJA3,TID1	608382	NA
NA	NA	NA	16	HMOX2	141251	NA
NA	NA	NA	16	C16orf5	610503	NA
NA	NA	NA	16	MGRN1,KIAA0544	607559	NA
Spermatogenic failure 10	Autosomal dominant	614822	16	SEPT12,SPGF10	611562	NA
Kohlschutter-Tonz syndrome	Autosomal recessive	226750	16	ROGDI,KTZS	614574	NA
NA	NA	NA	16	NP60	610660	NA
NA	NA	NA	16	UBN1	609771	NA
NA	NA	NA	16	PPL	602871	NA
NA	NA	NA	16	NAGPA,UCE	607985	NA
Congenital disorder of glycosylation, type Ik	Autosomal recessive	608540	16	ALG1,HMAT1,HMT1,CDG1K	605907	NA
NA	NA	NA	16	EEF2KMT,FAM86A	615263	NA
NA	NA	NA	16	RBFOX1,2BP1,FOX1,HRNBP1	605104	NA
NA	NA	NA	16	TMEM114	611579	NA
NA	NA	NA	16	METTL22,C16orf68	615261	NA
GABA-transaminase deficiency	Autosomal recessive	613163	16	ABAT,GABAT	137150	NA
Congenital disorder of glycosylation, type Ia	Autosomal recessive	212065	16	PMM2,CDG1A	601785	NA
