phenotype	phenotypeInheritance	phenotypeMimNumber	chromosome	gene	geneMimNumber	comments
NA	NA	NA	15	FBL22,FBXL22	609088	NA
NA	NA	NA	15	DENR,DAPK2	616567	NA
NA	NA	NA	15	SNX1	601272	NA
Osteogenesis imperfecta, type IX	Autosomal recessive	259440	15	PPIB	123841	NA
NA	NA	NA	15	CSNK1G1	606274	NA
NA	NA	NA	15	KIAA0101,OEATC1,PAF	610696	NA
NA	NA	NA	15	TRIP4,ASC1	604501	NA
NA	NA	NA	15	OAZ2	604152	NA
NA	NA	NA	15	PIF1,DCD	610953	NA
Mast syndrome	Autosomal recessive	248900	15	SPG21	608181	NA
Combined oxidative phosphorylation deficiency 15	Autosomal recessive	614947	15	MTFMT,COXPD15	611766	NA
NA	NA	NA	15	OSTB	612085	NA
Nemaline myopathy 6, autosomal dominant	Autosomal dominant	609273	15	KBTBD13	613727	NA
NA	NA	NA	15	PDCD7	608138	NA
NA	NA	NA	15	CLPX	615611	NA
Lumbar disc disease, susceptibility to	None	603932	15	CILP	603489	NA
NA	NA	NA	15	RNU5,RNU5A-1	180691	NA
NA	NA	NA	15	IGDCC3	604184	NA
NA	NA	NA	15	DPP8	606819	NA
NA	NA	NA	15	HACD3,BIND1	615940	NA
Night blindness, congenital stationary (complete), 1D, autosomal recessive	Autosomal recessive	613830	15	SLC24A1	603617	NA
NA	NA	NA	15	DENND4A	600382	NA
NA	NA	NA	15	RAB11A	605570	NA
NA	NA	NA	15	MEGF11	612454	NA
NA	NA	NA	15	DIS3L	614183	NA
NA	NA	NA	15	TIPIN	610716	NA
Cardiofaciocutaneous syndrome 3	None	615279	15	MKK1,MAP2K1,CFC3	176872	pseudogene on 8p21
NA	NA	NA	15	SNAPC5	605979	NA
NA	NA	NA	15	RPL4	180479	NA
NA	NA	NA	15	ZWILCH	609984	NA
Aortic valve disease 2	Autosomal dominant	614823	15	AOVD2,SMAD6	602931	NA
Stature QTL 16	None	612579	15	STQTL16	612579	associated with rs8038652
Loeys-Dietz syndrome 3	Autosomal dominant	613795	15	LDS3,SMAD3	603109	NA
Glioma susceptibility 4	None	607248	15	GLM4	607248	max lod at D15S130
Keratoderma, palmoplantar, punctate type IA	Autosomal dominant	148600	15	KPPP1,AAGAB,PPKP1,PPKP1A	614888	NA
NA	NA	NA	15	SPATA17,NYDSP5	612523	NA
NA	NA	NA	15	MAP2K5	602520	NA
NA	NA	NA	15	SKOR1	611273	NA
NA	NA	NA	15	RNU6-1,RNU6	180692	NA
NA	NA	NA	15	PIAS1,HADHA	603566	NA
Ceroid lipofuscinosis, neuronal, Kufs type, adult onset	Autosomal recessive	204300	15	CLN6,CLN4A	606725	NA
Ceroid lipofuscinosis, neuronal, 6	Autosomal recessive	601780	15	CLN6,CLN4A	606725	NA
NA	NA	NA	15	KIAA0396,FEM1B	613539	NA
NA	NA	NA	15	ITGA11	604789	NA
NA	NA	NA	15	CORO2B,CLIPINC	605002	NA
NA	NA	NA	15	PHAP1,ANP32A	600832	NA
NA	NA	NA	15	NOX5	606572	NA
NA	NA	NA	15	SPESP1	609399	NA
NA	NA	NA	15	EWSAT1	616492	NA
NA	NA	NA	15	GLCE	612134	NA
NA	NA	NA	15	PAQR5	607781	NA
NA	NA	NA	15	KIF23	605064	NA
NA	NA	NA	15	RPLP1	180520	NA
NA	NA	NA	15	DRAIC	616387	NA
NA	NA	NA	15	PCAT29	616273	NA
NA	NA	NA	15	TLE3,TLE1	600190	NA
NA	NA	NA	15	NUCLING,UACA	612516	NA
NA	NA	NA	15	ACHN,LARP6	611300	NA
NA	NA	NA	15	THAP10	612538	NA
NA	NA	NA	15	THSD4	614476	NA
Retinitis pigmentosa 37	Autosomal recessive; Autosomal dominant	611131	15	ESCS,NR2E3	604485	near BBS4
Enhanced S-cone syndrome	Autosomal recessive	268100	15	ESCS,NR2E3	604485	near BBS4
NA	NA	NA	15	MYO9A	604875	NA
NA	NA	NA	15	SENP8	608659	NA
NA	NA	NA	15	PKM	179050	NA
NA	NA	NA	15	CELF6	612681	NA
GM2-gangliosidosis, several forms	Autosomal recessive	272800	15	HEXA,TSD	606869	on 15q+ in APL
Hex A pseudodeficiency	Autosomal recessive	272800	15	HEXA,TSD	606869	on 15q+ in APL
Tay-Sachs disease	Autosomal recessive	272800	15	HEXA,TSD	606869	on 15q+ in APL
Ciliary dyskinesia, primary, 8	None	612274	15	CILD8	612274	max lod at D15S154
Chromosome 15q24 deletion syndrome	Isolated cases	613406	15	DEL15q24,CHR15DELq24	613406	contiguous gene deletion syndrome
Epilepsy, nocturnal frontal lobe, type 2	Autosomal dominant	603204	15	ENFL2	603204	some ENFL not on 20q or 15q
Mental retardation, severe, with spasticity and tapetoretinal degeneration	None	602685	15	MRST	602685	NA
NA	NA	NA	15	ARIH1	605624	NA
Bardet-Biedl syndrome 4	Autosomal recessive	615982	15	BBS4	600374	NA
NA	NA	NA	15	ADPGK	611861	NA
NA	NA	NA	15	NEO1	601907	NA
Sick sinus syndrome 2	Autosomal dominant	163800	15	SSS2,HCN4	605206	NA
Brugada syndrome 8	None	613123	15	SSS2,HCN4	605206	NA
NA	NA	NA	15	NP55,NP65,NPTN	612820	NA
NA	NA	NA	15	NPTNIT1	615176	NA
NA	NA	NA	15	CD276	605715	NA
Exfoliation syndrome, susceptibility to	Autosomal dominant	177650	15	LOXL1	153456	NA
NA	NA	NA	15	STOML1	608326	NA
Leukemia, acute promyelocytic, PML/RARA type	None	NA	15	PML	102578	fused with RARA in APL
NA	NA	NA	15	GOLGA6A	610288	NA
NA	NA	NA	15	RANBP10,ISLR2,LINX	614179	NA
NA	NA	NA	15	ISLR	602059	NA
Microphthalmia, syndromic 9	Autosomal recessive	601186	15	MCOPCB8,STRA6,MCOPS9	610745	NA
Microphthalmia, isolated, with coloboma 8	Autosomal recessive	601186	15	MCOPCB8,STRA6,MCOPS9	610745	NA
Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete	None	613743	15	CYP11A1	118485	NA
Blood group, John-Milton-Hagen system	None	614745	15	SEMAK1,JMH,SEMA7A,CDW108	607961	NA
NA	NA	NA	15	UBL7	609748	NA
NA	NA	NA	15	ARID3B	612457	NA
NA	NA	NA	15	CLK3	602990	NA
?Mental retardation, autosomal recessive 50	Autosomal recessive	616460	15	EDC3,MRT50	609842	mutation identified in 1 MRT50 family
NA	NA	NA	15	CYP1A1	108330	head-to-head with CYP1A2
NA	NA	NA	15	CYP1A2	124060	23.3kb from CYP1A1
NA	NA	NA	15	CSK	124095	NA
NA	NA	NA	15	ULK3	613472	NA
NA	NA	NA	15	SCAMP2	606912	NA
Congenital disorder of glycosylation, type Ib	Autosomal recessive	602579	15	PMM2,CDG1B,MPI	154550	NA
NA	NA	NA	15	COX5A	603773	pseudogene on 14q22
NA	NA	NA	15	SCAMP5	613766	NA
NA	NA	NA	15	PPCDC	609854	NA
NA	NA	NA	15	COMMD4	616701	NA
NA	NA	NA	15	NEIL1	608844	NA
NA	NA	NA	15	MAN2C1	154580	NA
NA	NA	NA	15	SIN3A	607776	NA
NA	NA	NA	15	PTPN9	600768	NA
NA	NA	NA	15	IMP3,IGF2BP3	612980	NA
NA	NA	NA	15	ACAN,CSPG4	601172	NA
NA	NA	NA	15	UBE2Q2,LOC92912	612501	NA
NA	NA	NA	15	FBXO22	609096	NA
NA	NA	NA	15	NRG4	610894	NA
Glutaric acidemia IIA	Autosomal recessive	231680	15	ETFA	608053	NA
NA	NA	NA	15	SCAPER,KIAA1454	611611	NA
NA	NA	NA	15	RCN2	602584	NA
Pyogenic sterile arthritis, pyoderma gangrenosum, and acne	Autosomal dominant	604416	15	PSTPIP1	606347	NA
NA	NA	NA	15	TSPAN3	613134	NA
NA	NA	NA	15	PEAK1	614248	NA
NA	NA	NA	15	HMG20A	605534	NA
NA	NA	NA	15	LINGO1	609791	NA
Chromosome 15q25 deletion syndrome	Autosomal dominant	614294	15	DEL15q25,C15DELq25	614294	chr15:82,889,423-83,552,890, NCBI36
Deafness, autosomal dominant 30	Autosomal dominant	606451	15	DFNA30	606451	NA
Porokeratosis 4, disseminated superficial actinic	None	607728	15	DSAP2,POROK4	607728	between D15S1023 and D15S1030
Deafness, autosomal recessive 48	Autosomal recessive	609439	15	CIB2,CDKN1C	605564	NA
Usher syndrome, type IJ	Autosomal recessive	614869	15	CIB2,CDKN1C	605564	NA
NA	NA	NA	15	IDH3A	601149	NA
NA	NA	NA	15	ACSBG1,APOH	614362	NA
NA	NA	NA	15	CRABP1	180230	distal to APL breakpoint
NA	NA	NA	15	IREB2	147582	NA
NA	NA	NA	15	HYKK	614681	NA
NA	NA	NA	15	PSC9,PSMA4	176846	NA
Lung cancer susceptibility 2	None	612052	15	LNCR2,CHRNA5	118505	NA
Nicotine dependence, susceptibility to	None	612052	15	LNCR2,CHRNA5	118505	NA
Lung cancer susceptibility 2	None	612052	15	LNCR2,PAOD2,CHRNA3	118503	NA
NA	NA	NA	15	CHRNB4	118509	NA
NA	NA	NA	15	ADAMTS7	605009	NA
NA	NA	NA	15	MORF4L1	607303	NA
NA	NA	NA	15	CTSH	116820	NA
EDICT syndrome	Autosomal dominant	614303	15	EDICT,MIR184,KTCNCT	613146	NA
NA	NA	NA	15	MTHFS	604197	NA
NA	NA	NA	15	BCL2A1	601056	NA
NA	NA	NA	15	ZFAND6	610183	NA
Tyrosinemia, type I	Autosomal recessive	276700	15	FANCA	613871	NA
?Webb-Dattani syndrome	Autosomal recessive	615926	15	WEDAS,ARNT2	606036	mutation identified in 1 WEDAS family
NA	NA	NA	15	CEMIP	608366	NA
NA	NA	NA	15	MESDC2	607783	NA
NA	NA	NA	15	MESDC1	615466	NA
NA	NA	NA	15	IL16	603035	NA
NA	NA	NA	15	STARD5	607050	NA
NA	NA	NA	15	MEX3B	611008	NA
Diamond-Blackfan anemia 4	None	612527	15	DBA4,RPS17	180472	previously on chr.11; pseudogenes on 5q33-qter and 17q
NA	NA	NA	15	CPEB1	607342	NA
NA	NA	NA	15	AP3B2	602166	NA
NA	NA	NA	15	SCARNA15	612675	NA
NA	NA	NA	15	WHAMM	612393	NA
?Deafness, autosomal dominant 68	Autosomal dominant	616707	15	HOMER2A,HOMER2B,HOMER2,DFNA68	604799	mutation identified in 1 DFNA68 family
NA	NA	NA	15	FAM103A1	614547	NA
NA	NA	NA	15	TM6SF1	606562	NA
NA	NA	NA	15	HDGFRP3,HRP3	616643	NA
NA	NA	NA	15	ASIC2	601930	NA
NA	NA	NA	15	SH3GL3	603362	NA
NA	NA	NA	15	ADAMTSL3	609199	NA
NA	NA	NA	15	SCAND2P	610417	NA
Galloway-Mowat syndrome	Autosomal recessive	251300	15	WDR73,GAMOS	616144	NA
NA	NA	NA	15	GPNMB	162340	NA
Hypothyroidism, congenital, nongoitrous, 3	None	609893	15	RTSH,CHNG3	609893	max lod at D15S655
Major depressive disorder 2	None	608516	15	MDD2	608691	NA
NA	NA	NA	15	ZNF592	613624	NA
NA	NA	NA	15	SLC28A1	606207	NA
NA	NA	NA	15	PDE8A	602972	NA
NA	NA	NA	15	HT31,AKAP13	604686	NA
Corneal dystrophy, Fuchs endothelial, 8	Autosomal dominant	615523	15	AGBL1,FECD8	615496	NA
NA	NA	NA	15	NTRK3	191316	NA
NA	NA	NA	15	MRPL46	611851	NA
NA	NA	NA	15	MRPS11	611977	NA
Chromosome 15q26-qter deletion syndrome	Isolated cases	612626	15	C15DELq26qter,DEL15q26qter	612626	contiguous gene deletion syndrome
Hernia, congenital diaphragmatic 1	Multifactorial	142340	15	DIH1	142340	NA
Diabetes mellitus, insulin-dependent, 3	None	600318	15	IDDM3	600318	NA
Levy-Shanske syndrome	None	614846	15	LVSKS	614846	NA
Macrocephaly with multiple epiphyseal dysplasia and distinctive facies	Autosomal recessive	607131	15	MMEDF	607131	?allelic to SEDK
Otosclerosis 1	Autosomal dominant	166800	15	OTSC1	166800	NA
Syncope, familial vasovagal	Autosomal dominant	609289	15	VVS	609289	NA
NA	NA	NA	15	DET1	608727	NA
NA	NA	NA	15	AEN	610177	NA
NA	NA	NA	15	ISG20	604533	NA
Spondyloepiphyseal dysplasia, Kimberley type	Autosomal dominant	608361	15	ACAN,SEDK	155760	NA
Spondyloepimetaphyseal dysplasia, aggrecan type	None	612813	15	ACAN,SEDK	155760	NA
Osteochondritis dissecans, short stature, and early-onset osteoarthritis	Autosomal dominant	165800	15	ACAN,SEDK	155760	NA
NA	NA	NA	15	MFGE8	602281	NA
NA	NA	NA	15	ABHD2	612196	NA
Bothnia retinal dystrophy	Autosomal recessive	607475	15	RLBP1	180090	NA
Retinitis punctata albescens	Autosomal dominant	136880	15	RLBP1	180090	NA
Newfoundland rod-cone dystrophy	None	607476	15	RLBP1	180090	NA
Fundus albipunctatus	Autosomal dominant	136880	15	RLBP1	180090	NA
Fanconi anemia, complementation group I	None	609053	15	FANCI	611360	NA
Progressive external ophthalmoplegia, autosomal recessive 1	Autosomal recessive	258450	15	SANDO,C10orf2,SCAE,MIRAS,POLG,MTDPS4A,MTDPS4B	174763	PEO also digenic with C10orf2
Progressive external ophthalmoplegia, autosomal dominant 1	Autosomal dominant	157640	15	SANDO,C10orf2,SCAE,MIRAS,POLG,MTDPS4A,MTDPS4B	174763	PEO also digenic with C10orf2
Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)	Autosomal recessive	607459	15	SANDO,C10orf2,SCAE,MIRAS,POLG,MTDPS4A,MTDPS4B	174763	PEO also digenic with C10orf2
Mitochondrial DNA depletion syndrome 4B (MNGIE type)	Autosomal recessive	613662	15	SANDO,C10orf2,SCAE,MIRAS,POLG,MTDPS4A,MTDPS4B	174763	PEO also digenic with C10orf2
Mitochondrial DNA depletion syndrome 4A (Alpers type)	Autosomal recessive	203700	15	SANDO,C10orf2,SCAE,MIRAS,POLG,MTDPS4A,MTDPS4B	174763	PEO also digenic with C10orf2
NA	NA	NA	15	MIR9-3	611188	NA
NA	NA	NA	15	RHCG	605381	NA
NA	NA	NA	15	TRESLIN,TICRR	613298	NA
Joubert syndrome 12	Autosomal recessive	200990	15	KIF7,SERPIND1,GLI3	611254	mutation identified in 1 HLS2 family
Acrocallosal syndrome	Autosomal recessive	200990	15	KIF7,SERPIND1,GLI3	611254	mutation identified in 1 HLS2 family
?Hydrolethalus syndrome 2	Autosomal recessive	614120	15	KIF7,SERPIND1,GLI3	611254	mutation identified in 1 HLS2 family
Lipodystrophy, familial partial, type 4	Autosomal dominant	613877	15	FPLD4,PLIN1	170290	NA
NA	NA	NA	15	PEX11A	603866	NA
NA	NA	NA	15	MESP1	608689	NA
Spondylocostal dysostosis 2, autosomal recessive	None	608681	15	MESP2	605195	NA
NA	NA	NA	15	ANPEP	151530	NA
NA	NA	NA	15	ARPIN	615543	NA
D-2-hydroxyglutaric aciduria 2	None	613657	15	IDH2,D2HGA2,IDPM	147650	NA
NA	NA	NA	15	CIB1,ABHD14B	602293	NA
NA	NA	NA	15	NGRN	616718	NA
NA	NA	NA	15	IQGAP1	603379	amplified in gastric cancer
NA	NA	NA	15	TORC3,CRTC3	608986	NA
Bloom syndrome	Autosomal recessive	210900	15	BLM	604610	NA
NA	NA	NA	15	FURIN	136950	less than 1.1kb 5' to FES
NA	NA	NA	15	FES	190030	NA
NA	NA	NA	15	MAN2A2	600988	NA
NA	NA	NA	15	GCUNC45,SMAP1,UNC45A	611219	NA
NA	NA	NA	15	PRC1	603484	NA
Arthrogryposis, renal dysfunction, and cholestasis 1	Autosomal recessive	208085	15	VPS33B	608552	NA
NA	NA	NA	15	SV2B	185861	NA
NA	NA	NA	15	OATPD,SLCO3A1	612435	NA
NA	NA	NA	15	ST8SIA2	602546	NA
Epileptic encephalopathy, childhood-onset	Autosomal dominant	615369	15	CHD2,EEOC	602119	NA
NA	NA	NA	15	RGMA	607362	NA
NA	NA	NA	15	MCTP2	616297	NA
Congenital heart defects, multiple types, 4	Autosomal dominant	615779	15	CHTD4,ACTR1A,NR2F2	107773	NA
NA	NA	NA	15	SPATS1,SRG8	613948	NA
Insulin-like growth factor I, resistance to	Autosomal recessive; Autosomal dominant	270450	15	IGF1R	147370	NA
NA	NA	NA	15	SYNM	606087	NA
Coronary artery disease, autosomal dominant, 1	Autosomal dominant	608320	15	ADCAD1,MEF2A	600660	NA
Weill-Marchesani-like syndrome	Autosomal recessive	613195	15	ADAMTS17	607511	NA
Ichthyosis, congenital, autosomal recessive 9	Autosomal recessive	615023	15	CERS3,ARCI9	615276	NA
Mental retardation, autosomal recessive 27	Autosomal recessive	614340	15	MRT27,LINS,FLJ10583	610350	NA
NA	NA	NA	15	ASB7	615052	NA
Microphthalmia, isolated 8	Autosomal recessive	615113	15	MCOP8,ALDH1A3	600463	NA
NA	NA	NA	15	LRRK1	610986	NA
Temtamy preaxial brachydactyly syndrome	Autosomal recessive	605282	15	TPBS,CHSY1	608183	NA
NA	NA	NA	15	VIMP,ADO15	607918	NA
NA	NA	NA	15	SNRPA1	603521	NA
NA	NA	NA	15	PCSK6	167405	NA
NA	NA	NA	15	TM2D3	610014	NA
NA	NA	NA	15	COL1AR	120340	NA
Attention deficit-hyperactivity disorder	Autosomal dominant	143465	16	ADHD1	608903	max lod at D16S3114
Body mass index QTL5	None	608558	16	BMIQ5	608558	near D16S404 and D16S764
Coronary heart disease, susceptibility to	None	607339	16	CHDS1	607339	NA
Chromosome 16p13.3 deletion syndrome	None	610543	16	RSTSS,DEL16p13.3	610543	contiguous gene deletion syndrome
Chromosome 16p13.3 duplication syndrome	Isolated cases; Autosomal dominant	613458	16	C16DUPq13.3,DUP16p13.3	613458	contiguous gene duplication syndrome
Alpha-thalassemia/mental retardation syndrome, type 1	Autosomal dominant	141750	16	SLC3A1,HBHR	141750	contiguous gene syndrome involving deletion of HBA1 and HBA2
Inflammatory bowel disease 8	None	606668	16	IBD8	606668	NA
Pyloric stenosis, infantile hypertrophic, 2	None	610260	16	IHPS2	610260	NA
Microphthalmia with cataract 1	Autosomal dominant	156850	16	MCOPCT1	156850	proximal to HBA1
Microhydranencephaly	Autosomal recessive	605013	16	MHAC	605013	NA
Microcephaly, mental retardation, and distinctive facies, with cardiac and genitourinary malformations	Autosomal recessive	613680	16	MMRFCGU	613680	NA
Polycystic kidney disease, infantile severe, with tuberous sclerosis	Autosomal dominant	600273	16	PKDTS	600273	contiguous gene syndrome caused by deletion of TSC2 and PKD1
NA	NA	NA	16	RHBDF1,IRHOM1,DIST1	614403	NA
NA	NA	NA	16	MPG	156565	75kb upstream of HBZ
NA	NA	NA	16	NPRL3	600928	NA
NA	NA	NA	16	HBZ	142310	NA
NA	NA	NA	16	LRP5	609639	?functional
Heinz body anemia	Autosomal dominant	140700	16	HBA2,HBH	141850	NA
Erythrocytosis	None	NA	16	HBA2,HBH	141850	NA
Thalassemia, alpha-	None	604131	16	HBA2,HBH	141850	NA
Hypochromic microcytic anemia	None	NA	16	HBA2,HBH	141850	NA
Hemoglobin H disease, nondeletional	None	613978	16	HBA2,HBH	141850	NA
Heinz body anemias, alpha-	Autosomal dominant	140700	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
Erythremias, alpha-	None	NA	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
Thalassemias, alpha-	None	604131	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
Methemoglobinemias, alpha-	None	NA	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
Hemoglobin H disease, nondeletional	None	613978	16	HBA1,HBH	141800	1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3'
NA	NA	NA	16	HBQ1	142240	NA
NA	NA	NA	16	LUC7L	607782	NA
NA	NA	NA	16	RS11	603895	NA
NA	NA	NA	16	PDIA2	608012	NA
?Caudal duplication anomaly	None	607864	16	AXIN,AXIN1	603816	hypermethylation of AXIN1 promoter seen in 1 CDUP patient
Hepatocellular carcinoma, somatic	None	114550	16	AXIN,AXIN1	603816	hypermethylation of AXIN1 promoter seen in 1 CDUP patient
NA	NA	NA	16	MRPL28	604853	NA
NA	NA	NA	16	NME4	601818	NA
NA	NA	NA	16	DECR2	615839	NA
NA	NA	NA	16	RAB11FIP3,EFERIN	608738	NA
NA	NA	NA	16	CAPN15	603267	conflicting localization to Xq24
NA	NA	NA	16	WFIKKN1	608021	NA
NA	NA	NA	16	MIRO2,RHOT2	613889	NA
NA	NA	NA	16	RHBDL1	603264	NA
Spinocerebellar ataxia, autosomal recessive 16	Autosomal recessive	615768	16	STUB1,SCAR16	607207	NA
NA	NA	NA	16	FBL16,FBXL16	609082	NA
NA	NA	NA	16	METRN	610998	NA
Myopathy, centronuclear, 4	Autosomal dominant	614807	16	CNM4,CCDC78	614666	NA
NA	NA	NA	16	NARFL	611118	NA
NA	NA	NA	16	MSLN	601051	NA
NA	NA	NA	16	CTF18,CHTF18	613201	NA
NA	NA	NA	16	GNG13	607298	NA
Lipase deficiency, combined	Autosomal recessive	246650	16	LMF1	611761	NA
NA	NA	NA	16	SOX8	605923	NA
Somatostatin analog, resistance to	Autosomal dominant; Somatic mutation	NA	16	SSTR5	182455	NA
NA	NA	NA	16	C1QTNF8	614147	NA
Epilepsy, idiopathic generalized, susceptibility to, 6	None	611942	16	CACNA1H,EIG6,ECA6	607904	NA
Epilepsy, childhood absence, susceptibility to, 6	None	611942	16	CACNA1H,EIG6,ECA6	607904	NA
NA	NA	NA	16	TPSG1	609341	NA
NA	NA	NA	16	TPSB2,TPSAB1	191081	NA
NA	NA	NA	16	TPSAB1	191080	NA
NA	NA	NA	16	MCP7L1,TPSD1	609272	NA
NA	NA	NA	16	UBE2I	601661	NA
NA	NA	NA	16	BAIAP3	604009	NA
Mucolipidosis III gamma	Autosomal recessive	252605	16	GNPTG	607838	NA
Osteopetrosis, autosomal recessive 4	None	611490	16	OPTB4,CLCN7	602727	NA
Osteopetrosis, autosomal dominant 2	Autosomal dominant	166600	16	OPTB4,CLCN7	602727	NA
NA	NA	NA	16	PTX4	613442	NA
NA	NA	NA	16	TELO2,CLK2,HCLK2,ETV7	611140	NA
Short-rib thoracic dysplasia 9 with or without polydactyly	Autosomal recessive	266920	16	IFT140,SRTD9,MZSDS	614620	NA
NA	NA	NA	16	TMEM204	611002	NA
NA	NA	NA	16	SYD2,MAPK8IP3	605431	NA
NA	NA	NA	16	NM23H3,NME3	601817	NA
NA	NA	NA	16	MRPS34,MRPS12	611994	NA
NA	NA	NA	16	EME2	610886	NA
NA	NA	NA	16	SPSB3,SSB3	611659	NA
NA	NA	NA	16	NUBP2,FGFR2	610779	NA
Acid-labile subunit, deficiency of	None	615961	16	ACLSD,IGFALS	601489	NA
Glyoxalase II deficiency	Autosomal dominant	614033	16	HAGH	138760	NA
NA	NA	NA	16	FAHD1,FLJ36880	616320	NA
NA	NA	NA	16	SELX,MSRB1	606216	NA
NA	NA	NA	16	NDUFB10	603843	NA
NA	NA	NA	16	RPS2	603624	NA
NA	NA	NA	16	TBL3	605915	NA
NA	NA	NA	16	NOXO1	611256	NA
Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay	None	613076	16	GFER,AKR1A1	600924	NA
NA	NA	NA	16	SYNGR3	603927	NA
NA	NA	NA	16	NPW,PPNPW	607997	NA
NA	NA	NA	16	GEMIN2,SLC9A3R2,NHERF2	606553	NA
Familial adenomatous polyposis 3	Autosomal recessive	616415	16	NTHL1,FAP3	602656	NA
Lymphangioleiomyomatosis, somatic	None	606690	16	TSC2,TSC1	191092	distal to PKD1
Tuberous sclerosis-2	Autosomal dominant	613254	16	TSC2,TSC1	191092	distal to PKD1
Polycystic kidney disease, adult type I	Autosomal dominant	173900	16	PKD1	601313	NA
NA	NA	NA	16	MIR1225	611621	NA
NA	NA	NA	16	RAB26	605455	NA
NA	NA	NA	16	TRAF7	606692	NA
NA	NA	NA	16	CASKIN1	612184	NA
NA	NA	NA	16	POPDC3,MLST8,WAT1,LST8	612190	NA
NA	NA	NA	16	PGPEP1	172280	no recombination with PKD1
NA	NA	NA	16	E4F1	603022	NA
NA	NA	NA	16	ECI1	600305	NA
Surfactant metabolism dysfunction, pulmonary, 3	Autosomal recessive	610921	16	ABCA3,SMDP3	601615	NA
NA	NA	NA	16	CCNF	600227	NA
NA	NA	NA	16	NTN3	602349	NA
Deafness, autosomal dominant 65	Autosomal dominant	616044	16	EIEE16,FIME,DOORS,TBC1D24	613577	NA
Deafness , autosomal recessive 86	Autosomal recessive	614617	16	EIEE16,FIME,DOORS,TBC1D24	613577	NA
Myoclonic epilepsy, infantile, familial	Autosomal recessive	605021	16	EIEE16,FIME,DOORS,TBC1D24	613577	NA
Epileptic encephalopathy, early infantile, 16	Autosomal recessive	615338	16	EIEE16,FIME,DOORS,TBC1D24	613577	NA
DOOR syndrome	Autosomal recessive	220500	16	EIEE16,FIME,DOORS,TBC1D24	613577	NA
NA	NA	NA	16	ATP6V0C,ATP6V1C1	108745	NA
NA	NA	NA	16	CP23,CEMP1	611113	NA
NA	NA	NA	16	PDPK1	605213	NA
NA	NA	NA	16	KCTD5	611285	NA
NA	NA	NA	16	SRM300,SRRM2	606032	NA
NA	NA	NA	16	PRSS33	613797	NA
NA	NA	NA	16	PRSS21,CRIP2	608159	NA
NA	NA	NA	16	PRSS22	609343	NA
NA	NA	NA	16	KREMEN2	609899	NA
NA	NA	NA	16	PAQR4	614578	NA
NA	NA	NA	16	PKMYT1	602474	NA
NA	NA	NA	16	CLDN9	615799	NA
NA	NA	NA	16	CLDN6	615798	NA
NA	NA	NA	16	TWEAKR,TNFRSF12A	605914	NA
Beaulieu-Boycott-Innes syndrome	Autosomal recessive	613680	16	FSAP35,BBIS,THOC6	615403	NA
NA	NA	NA	16	MMP25,MMP20A	608482	NA
NA	NA	NA	16	IL32	606001	NA
NA	NA	NA	16	ZNF205	603436	NA
NA	NA	NA	16	ZNF213	608387	NA
NA	NA	NA	16	OR1F1	603232	NA
NA	NA	NA	16	ZNF200	603231	NA
Familial Mediterranean fever, AR	Autosomal recessive	249100	16	MEFV,ELF4	608107	between D16S80 and D16S283
Familial Mediterranean fever, AD	Autosomal dominant	134610	16	MEFV,ELF4	608107	between D16S80 and D16S283
NA	NA	NA	16	ZNF263	604191	NA
NA	NA	NA	16	SANCHO,TIGD7	612969	NA
NA	NA	NA	16	ZNF75A	601473	NA
NA	NA	NA	16	ZNF174	603900	NA
NA	NA	NA	16	ZNF597	614685	NA
NA	NA	NA	16	NAA60	614246	NA
NA	NA	NA	16	NLRC3	615648	NA
Fanconi anemia, complementation group P	Autosomal recessive	613951	16	MUS312,SLX4	613278	NA
Systemic lupus erythematosus, susceptibility to	Autosomal dominant	152700	16	DNASE1	125505	NA
NA	NA	NA	16	TGFBRAP1,TRAP1	606219	NA
Rubinstein-Taybi syndrome	Autosomal dominant	180849	16	CREBBP	600140	fusion partner with MORF in AML; fusion partner with MLL in therapy-related acute leukemia; fusion partner with MOZ in AML
NA	NA	NA	16	ADCY9	603302	NA
NA	NA	NA	16	SRL	604992	NA
NA	NA	NA	16	TFAP4	600743	NA
Nephronophthisis 7	None	611498	16	GLIS2	608539	NA
Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type	Autosomal recessive	613320	16	MAGMAS,PAM16,SMDMDM	614336	NA
NA	NA	NA	16	TCF21,CRN7,CORO7	611668	NA
NA	NA	NA	16	VASN	608843	NA
NA	NA	NA	16	DNAJA3	608382	NA
NA	NA	NA	16	HMOX2	141251	NA
NA	NA	NA	16	CDIP1	610503	NA
